cellules exporté sur '23/11/2014' 10:12.
 De '01/01/2014' à 31/12/2014.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
3216	18,96	3,9	04/01/2014	51	1
3166	24,68	5,4	04/01/2014	255	2
4990			04/01/2014	285	1
4971	16,12	4,7	04/01/2014	94	2
3500			04/01/2014		
5004	9,23	3,6	04/01/2014	83	1
4965	28,59	5,1	04/01/2014	25	2
8941	27,43	4,6	04/01/2014	33	3
3504	19,09	5,6	04/01/2014	85	1
3133	19,44	6,1	04/01/2014	124	3
1			04/01/2014		
8936	21,70	5,1	04/01/2014	136	4
8949			04/01/2014	468	3
3138	31,88	5,9	04/01/2014	87	3
7			04/01/2014		
3537			04/01/2014		
8933	26,28	7,3	04/01/2014	96	3
8932	22,79	4,0	04/01/2014	247	3
14			04/01/2014		
17			04/01/2014		
3507			04/01/2014		
8946	16,78	3,5	04/01/2014	122	4
3227			04/01/2014		
3509			04/01/2014		
9			04/01/2014		
3230			04/01/2014		
3495	10,19	3,3	04/01/2014	14	1
3536			04/01/2014		
3524			04/01/2014		
3140	25,14	5,9	04/01/2014	223	2
8959	16,76	4,2	04/01/2014	66	3
4997	11,10	3,2	04/01/2014	161	1
4978	33,21	5,8	04/01/2014	25	2
3129	29,02	6,3	04/01/2014	102	3
3505			04/01/2014		
3514			04/01/2014		
3532			04/01/2014		
3541			04/01/2014		
8970	31,84	6,5	04/01/2014	85	3
3517			04/01/2014		
4977	11,60	3,2	04/01/2014	202	1
17			05/01/2014		
3517			05/01/2014		
3537			05/01/2014		
3536			05/01/2014		
4971	23,43	5,7	05/01/2014	95	2
4997	22,31	5,7	05/01/2014	162	1
3532			05/01/2014		
3166	19,84	4,3	05/01/2014	256	2
8933	21,61	5,1	05/01/2014	97	3
8936	23,65	5,4	05/01/2014	137	4
3140	25,87	6,0	05/01/2014	224	2
3504	19,90	5,3	05/01/2014	86	1
3500			05/01/2014		
3138	29,49	6,0	05/01/2014	88	3
3509			05/01/2014		
5004	20,67	7,1	05/01/2014	84	1
3524			05/01/2014		
3133	16,52	5,7	05/01/2014	125	3
8946	28,04	7,8	05/01/2014	123	4
8932	16,75	3,0	05/01/2014	248	3
7			05/01/2014		
3129	20,21	4,6	05/01/2014	103	3
4978	26,77	4,8	05/01/2014	26	2
8949			05/01/2014	469	3
3505			05/01/2014		
14			05/01/2014		
3495	10,43	3,2	05/01/2014	15	1
9			05/01/2014		
3507			05/01/2014		
3227			05/01/2014		
4965	27,53	4,6	05/01/2014	26	2
8941	36,72	4,8	05/01/2014	34	3
3230			05/01/2014		
8959	41,12	5,4	05/01/2014	67	3
4994	13,44	2,9	05/01/2014	20	2
3514			05/01/2014		
3541			05/01/2014		
8970	25,96	5,3	05/01/2014	86	3
4977	21,67	6,0	05/01/2014	203	1
3216	25,10	6,0	05/01/2014	52	1
1			05/01/2014		
4990			05/01/2014	286	1
3140	26,10	6,1	06/01/2014	225	2
4971	22,86	6,0	06/01/2014	96	2
3536			06/01/2014		
3509			06/01/2014		
7			06/01/2014		
8949			06/01/2014	470	3
3230			06/01/2014		
3129	26,54	6,1	06/01/2014	104	3
3524			06/01/2014		
4997	11,35	2,9	06/01/2014	163	1
3133	20,30	6,5	06/01/2014	126	3
17			06/01/2014		
3517			06/01/2014		
4990			06/01/2014	287	1
3505			06/01/2014		
1			06/01/2014		
3507			06/01/2014		
8933	20,39	5,2	06/01/2014	98	3
3166	21,39	4,7	06/01/2014	257	2
8959	37,06	5,3	06/01/2014	68	3
8970	22,10	6,2	06/01/2014	87	3
3227			06/01/2014		
4977	11,77	2,7	06/01/2014	204	1
3138	20,85	4,5	06/01/2014	89	3
3500			06/01/2014		
4965	31,12	5,2	06/01/2014	27	2
8936	24,57	5,8	06/01/2014	138	4
4978	25,78	4,5	06/01/2014	27	2
14			06/01/2014		
8946	13,77	3,1	06/01/2014	124	4
5004	15,26	5,7	06/01/2014	85	1
3216	16,35	3,5	06/01/2014	53	1
3532			06/01/2014		
8932	22,99	4,1	06/01/2014	249	3
3537			06/01/2014		
3495	10,03	3,2	06/01/2014	16	1
8941	38,58	5,2	06/01/2014	35	3
4994	16,34	3,0	06/01/2014	21	2
3514			06/01/2014		
9			06/01/2014		
3541			06/01/2014		
3504	24,66	6,8	06/01/2014	87	1
3507			07/01/2014		
3524			07/01/2014		
3532			07/01/2014		
14			07/01/2014		
4978	34,59	5,7	07/01/2014	28	2
4994	22,05	3,6	07/01/2014	22	2
3536			07/01/2014		
3505			07/01/2014		
3216	18,06	3,9	07/01/2014	54	1
8970	30,10	4,8	07/01/2014	88	3
8933	17,59	4,7	07/01/2014	99	3
3140	26,46	6,1	07/01/2014	226	2
3537			07/01/2014		
3133	17,22	5,5	07/01/2014	127	3
8949			07/01/2014	471	3
7			07/01/2014		
4990			07/01/2014	288	1
3504	19,35	4,3	07/01/2014	88	1
4977	15,37	3,9	07/01/2014	205	1
3509			07/01/2014		
3166	20,39	4,6	07/01/2014	258	2
8932	18,25	3,4	07/01/2014	250	3
3230			07/01/2014		
8946	19,42	4,8	07/01/2014	125	4
3514			07/01/2014		
3495	9,50	3,0	07/01/2014	17	1
3129	32,58	8,0	07/01/2014	105	3
3541			07/01/2014		
8936	21,73	5,3	07/01/2014	139	4
3517			07/01/2014		
17			07/01/2014		
3138	40,23	7,6	07/01/2014	90	3
5004	15,27	5,3	07/01/2014	86	1
8959	17,72	2,8	07/01/2014	69	3
4997	18,50	4,2	07/01/2014	164	1
8941	40,68	5,5	07/01/2014	36	3
1			07/01/2014		
4971	24,35	6,4	07/01/2014	97	2
3500			07/01/2014		
3227			07/01/2014		
4965	31,68	5,1	07/01/2014	28	2
9			07/01/2014		
3507			08/01/2014		
4965	27,87	5,3	08/01/2014	29	2
3166	13,55	2,9	08/01/2014	259	2
1			08/01/2014		
4990			08/01/2014	289	1
3532			08/01/2014		
3504	23,11	6,3	08/01/2014	89	1
3541			08/01/2014		
8941	30,69	5,0	08/01/2014	37	3
4971	11,47	2,8	08/01/2014	98	2
4997	20,23	5,1	08/01/2014	165	1
3133	20,37	6,5	08/01/2014	128	3
4978	30,03	5,2	08/01/2014	29	2
8936	20,31	4,8	08/01/2014	140	4
3517			08/01/2014		
3514			08/01/2014		
14			08/01/2014		
8946	20,96	5,0	08/01/2014	126	4
4977	17,21	4,4	08/01/2014	206	1
3537			08/01/2014		
3140	26,83	6,4	08/01/2014	227	2
8933	20,68	5,5	08/01/2014	100	3
8949			08/01/2014	472	3
3227			08/01/2014		
3138	27,70	4,5	08/01/2014	91	3
3509			08/01/2014		
8932	14,67	2,8	08/01/2014	251	3
4994	18,99	2,9	08/01/2014	23	2
3129	27,33	5,7	08/01/2014	106	3
8970	29,96	7,4	08/01/2014	89	3
3230			08/01/2014		
8959	32,97	4,6	08/01/2014	70	3
17			08/01/2014		
7			08/01/2014		
3500			08/01/2014		
5004	9,40	3,0	08/01/2014	87	1
3524			08/01/2014		
9			08/01/2014		
3216	30,23	5,7	08/01/2014	55	1
3495	10,59	3,0	08/01/2014	18	1
3536			08/01/2014		
3505			08/01/2014		
3532			09/01/2014		
4978	28,72	4,8	09/01/2014	30	2
3138	30,27	7,5	09/01/2014	92	3
8970	20,05	4,6	09/01/2014	90	3
3230			09/01/2014		
3495	9,93	4,5	09/01/2014	19	1
3504	17,35	4,1	09/01/2014	90	1
3536			09/01/2014		
3505			09/01/2014		
7			09/01/2014		
3216	15,59	3,6	09/01/2014	56	1
4997	12,89	3,5	09/01/2014	166	1
3524			09/01/2014		
8959	32,77	6,4	09/01/2014	71	3
9			09/01/2014		
4977	13,68	4,0	09/01/2014	207	1
3517			09/01/2014		
3500			09/01/2014		
5004	14,61	5,1	09/01/2014	88	1
8932	21,42	4,2	09/01/2014	252	3
4971	18,24	4,6	09/01/2014	99	2
4965	30,19	4,7	09/01/2014	30	2
3507			09/01/2014		
4990			09/01/2014	290	1
3509			09/01/2014		
3541			09/01/2014		
8949			09/01/2014	473	3
4994	15,63	2,5	09/01/2014	24	2
1			09/01/2014		
8941	29,62	3,9	09/01/2014	38	3
8946	25,25	7,4	09/01/2014	127	4
3514			09/01/2014		
3129	25,85	6,0	09/01/2014	107	3
3166	22,91	4,9	09/01/2014	260	2
3133	22,20	7,3	09/01/2014	129	3
3227			09/01/2014		
3140	22,65	5,3	09/01/2014	228	2
3537			09/01/2014		
14			09/01/2014		
8933	25,06	6,3	09/01/2014	101	3
17			09/01/2014		
8936	26,52	6,3	09/01/2014	141	4
17			10/01/2014		
3504	22,97	5,9	10/01/2014	91	1
8946	23,21	6,3	10/01/2014	128	4
3536			10/01/2014		
3517			10/01/2014		
3138	30,54	6,2	10/01/2014	93	3
8959	33,18	5,0	10/01/2014	72	3
3166	17,96	3,8	10/01/2014	261	2
5004	13,74	5,8	10/01/2014	89	1
14			10/01/2014		
1			10/01/2014		
3140	26,75	6,1	10/01/2014	229	2
3216	29,28	5,6	10/01/2014	57	1
8970	35,44	7,2	10/01/2014	91	3
3230			10/01/2014		
3537			10/01/2014		
4971	20,36	4,7	10/01/2014	100	2
8941	36,40	5,1	10/01/2014	39	3
3129	20,21	4,5	10/01/2014	108	3
4965	32,84	5,0	10/01/2014	31	2
3514			10/01/2014		
3532			10/01/2014		
7			10/01/2014		
3495	16,73	5,3	10/01/2014	20	1
3509			10/01/2014		
4977	20,64	5,8	10/01/2014	208	1
8936	23,38	5,6	10/01/2014	142	4
3500			10/01/2014		
3541			10/01/2014		
3133	13,97	4,5	10/01/2014	130	3
9			10/01/2014		
3524			10/01/2014		
8933	21,95	5,6	10/01/2014	102	3
4994	19,78	3,1	10/01/2014	25	2
3505			10/01/2014		
4997	19,58	4,3	10/01/2014	167	1
4990			10/01/2014	291	1
8932	16,61	3,1	10/01/2014	253	3
4978	29,64	5,0	10/01/2014	31	2
8949			10/01/2014	474	3
3227			10/01/2014		
3507			10/01/2014		
8970	21,84	5,2	11/01/2014	92	3
3504	24,20	6,2	11/01/2014	92	1
3166	27,93	5,7	11/01/2014	262	2
3500			11/01/2014		
4971	23,61	5,8	11/01/2014	101	2
3216	19,53	4,3	11/01/2014	58	1
3495	14,24	5,5	11/01/2014	21	1
3507			11/01/2014		
3517			11/01/2014		
3140	27,57	6,6	11/01/2014	230	2
7			11/01/2014		
5004	22,39	6,9	11/01/2014	90	1
3514			11/01/2014		
8949			11/01/2014	475	3
4997	24,58	5,9	11/01/2014	168	1
3537			11/01/2014		
3509			11/01/2014		
3541			11/01/2014		
8933	20,31	5,3	11/01/2014	103	3
14			11/01/2014		
8936	23,56	5,5	11/01/2014	143	4
3133	17,41	5,8	11/01/2014	131	3
8941	37,61	5,0	11/01/2014	40	3
3524			11/01/2014		
3227			11/01/2014		
8946	20,35	5,8	11/01/2014	129	4
3536			11/01/2014		
1			11/01/2014		
4990			11/01/2014	292	1
3505			11/01/2014		
8959	33,23	4,9	11/01/2014	73	3
3532			11/01/2014		
3230			11/01/2014		
8932	19,62	3,5	11/01/2014	254	3
3138	29,97	5,4	11/01/2014	94	3
4978	23,97	4,0	11/01/2014	32	2
4965	29,84	4,8	11/01/2014	32	2
4994	20,15	3,0	11/01/2014	26	2
9			11/01/2014		
4977	13,30	3,7	11/01/2014	209	1
17			11/01/2014		
3129	31,94	7,5	11/01/2014	109	3
4997	11,22	2,9	12/01/2014	169	1
3524			12/01/2014		
17			12/01/2014		
4965	29,60	5,1	12/01/2014	33	2
9			12/01/2014		
3140	25,48	5,4	12/01/2014	231	2
14			12/01/2014		
8949			12/01/2014	476	3
3500			12/01/2014		
3216	27,48	5,6	12/01/2014	59	1
4977	14,53	3,9	12/01/2014	210	1
3507			12/01/2014		
3541			12/01/2014		
3532			12/01/2014		
3504	23,48	5,6	12/01/2014	93	1
8946	15,28	3,3	12/01/2014	130	4
3166	19,07	4,3	12/01/2014	263	2
3505			12/01/2014		
3230			12/01/2014		
8936	22,52	5,4	12/01/2014	144	4
3495	11,24	3,1	12/01/2014	22	1
3129	27,43	6,0	12/01/2014	110	3
8970	28,70	6,0	12/01/2014	93	3
4990			12/01/2014	293	1
5004	9,31	3,3	12/01/2014	91	1
3509			12/01/2014		
8941	41,53	5,4	12/01/2014	41	3
4994	20,85	3,3	12/01/2014	27	2
4971	24,81	6,7	12/01/2014	102	2
3133	18,91	6,3	12/01/2014	132	3
3138	28,28	5,3	12/01/2014	95	3
7			12/01/2014		
4978	36,96	6,0	12/01/2014	33	2
1			12/01/2014		
3537			12/01/2014		
3517			12/01/2014		
8932	21,64	3,9	12/01/2014	255	3
3227			12/01/2014		
8959	24,92	3,6	12/01/2014	74	3
3536			12/01/2014		
3514			12/01/2014		
8933	19,32	5,0	12/01/2014	104	3
7			13/01/2014		
8946	28,46	7,6	13/01/2014	131	4
4971	18,86	5,4	13/01/2014	103	2
3504	21,17	5,1	13/01/2014	94	1
3536			13/01/2014		
8932	20,13	3,5	13/01/2014	256	3
3507			13/01/2014		
3133	23,06	7,4	13/01/2014	133	3
17			13/01/2014		
8959	34,70	5,3	13/01/2014	75	3
3129	25,05	5,8	13/01/2014	111	3
8936	22,36	5,3	13/01/2014	145	4
3227			13/01/2014		
5004	14,21	5,1	13/01/2014	92	1
4990			13/01/2014	294	1
9			13/01/2014		
4978	28,26	4,8	13/01/2014	34	2
3216	18,26	3,9	13/01/2014	60	1
8970	28,10	5,8	13/01/2014	94	3
3509			13/01/2014		
3537			13/01/2014		
4994	20,42	2,9	13/01/2014	28	2
4997	23,60	5,8	13/01/2014	170	1
3495	16,41	5,5	13/01/2014	23	1
1			13/01/2014		
3138	31,20	5,9	13/01/2014	96	3
8949			13/01/2014	477	3
3140	24,62	5,9	13/01/2014	232	2
4965	31,38	5,0	13/01/2014	34	2
3514			13/01/2014		
3505			13/01/2014		
4977	15,76	4,5	13/01/2014	211	1
3517			13/01/2014		
3541			13/01/2014		
3166	24,17	4,6	13/01/2014	264	2
14			13/01/2014		
3500			13/01/2014		
8941	36,85	4,9	13/01/2014	42	3
3532			13/01/2014		
3230			13/01/2014		
8933	21,30	5,4	13/01/2014	105	3
3524			13/01/2014		
7			14/01/2014		
8959	30,28	4,5	14/01/2014	76	3
3524			14/01/2014		
3216	13,54	2,7	14/01/2014	61	1
8970	25,03	5,2	14/01/2014	95	3
3227			14/01/2014		
3507			14/01/2014		
1			14/01/2014		
9			14/01/2014		
3505			14/01/2014		
3138	26,16	5,2	14/01/2014	97	3
8933	26,16	6,6	14/01/2014	106	3
14			14/01/2014		
3495	11,03	3,0	14/01/2014	24	1
4965	31,37	5,1	14/01/2014	35	2
3532			14/01/2014		
3230			14/01/2014		
3514			14/01/2014		
3537			14/01/2014		
4994	16,94	2,8	14/01/2014	29	2
3504			14/01/2014	95	1
17			14/01/2014		
8941	28,33	4,3	14/01/2014	43	3
8932	21,76	3,8	14/01/2014	257	3
3500			14/01/2014		
8949			14/01/2014	478	3
3166	16,70	3,6	14/01/2014	265	2
4977	16,98	4,8	14/01/2014	212	1
3536			14/01/2014		
8936	22,13	5,7	14/01/2014	146	4
4971	15,66	3,6	14/01/2014	104	2
4978	20,25	4,0	14/01/2014	35	2
4990			14/01/2014	295	1
3509			14/01/2014		
3541			14/01/2014		
8946	17,90	3,9	14/01/2014	132	4
3140	29,77	6,3	14/01/2014	233	2
3129	19,26	4,3	14/01/2014	112	3
4997	13,93	3,6	14/01/2014	171	1
3517			14/01/2014		
5004	15,49	5,2	14/01/2014	93	1
3133	12,34	4,3	14/01/2014	134	3
17			15/01/2014		
3537			15/01/2014		
3140	27,14	6,0	15/01/2014	234	2
3524			15/01/2014		
3129	33,40	7,6	15/01/2014	113	3
8936	21,19	5,6	15/01/2014	147	4
1			15/01/2014		
3507			15/01/2014		
3495	9,20	2,7	15/01/2014	25	1
4997	21,68	5,2	15/01/2014	172	1
4990			15/01/2014	296	1
4977	13,20	3,9	15/01/2014	213	1
14			15/01/2014		
9			15/01/2014		
8970	37,96	7,9	15/01/2014	96	3
7			15/01/2014		
3514			15/01/2014		
3509			15/01/2014		
4978	26,63	4,9	15/01/2014	36	2
8949			15/01/2014	479	3
8932	18,21	3,3	15/01/2014	258	3
3230			15/01/2014		
8946	15,55	4,8	15/01/2014	133	4
3505			15/01/2014		
4971	11,76	2,6	15/01/2014	105	2
3500			15/01/2014		
3504	28,31	6,9	15/01/2014	96	1
3227			15/01/2014		
3166	20,07	4,5	15/01/2014	266	2
4994	22,53	3,3	15/01/2014	30	2
3536			15/01/2014		
5004	13,95	5,2	15/01/2014	94	1
3541			15/01/2014		
3138	32,84	6,7	15/01/2014	98	3
3532			15/01/2014		
3216	32,81	5,6	15/01/2014	62	1
3133	15,71	6,4	15/01/2014	135	3
3517			15/01/2014		
8941	39,23	5,5	15/01/2014	44	3
4965	27,04	4,4	15/01/2014	36	2
8933	20,30	5,3	15/01/2014	107	3
8959	20,48	3,9	15/01/2014	77	3
4971	18,87	4,7	16/01/2014	106	2
4977	15,68	4,2	16/01/2014	214	1
4994	23,10	3,1	16/01/2014	31	2
7			16/01/2014		
8959	45,79	6,1	16/01/2014	78	3
3138	35,43	7,0	16/01/2014	99	3
4990			16/01/2014	297	1
3500			16/01/2014		
3536			16/01/2014		
3532			16/01/2014		
3495	21,38	6,0	16/01/2014	26	1
3129	24,86	6,0	16/01/2014	114	3
8949			16/01/2014	480	3
8970	25,77	5,5	16/01/2014	97	3
3166	25,61	5,3	16/01/2014	267	2
4978	22,68	4,0	16/01/2014	37	2
4997	14,72	3,6	16/01/2014	173	1
3509			16/01/2014		
3140	25,36	5,7	16/01/2014	235	2
8936	22,24	5,4	16/01/2014	148	4
3514			16/01/2014		
3507			16/01/2014		
8941	34,48	4,7	16/01/2014	45	3
1			16/01/2014		
8933	16,91	4,5	16/01/2014	108	3
8946	29,34	7,6	16/01/2014	134	4
4965	34,06	5,8	16/01/2014	37	2
3133	16,94	5,9	16/01/2014	136	3
5004	14,27	5,0	16/01/2014	95	1
17			16/01/2014		
8932	18,83	3,3	16/01/2014	259	3
3216	21,51	4,9	16/01/2014	63	1
9			16/01/2014		
3505			16/01/2014		
3504	20,97	5,3	16/01/2014	97	1
3524			16/01/2014		
3541			16/01/2014		
3517			16/01/2014		
3230			16/01/2014		
3537			16/01/2014		
14			16/01/2014		
3227			16/01/2014		
3500			17/01/2014		
4965	32,40	5,2	17/01/2014	38	2
8970	19,77	4,3	17/01/2014	98	3
17			17/01/2014		
3166	20,37	4,4	17/01/2014	268	2
4978	29,34	4,9	17/01/2014	38	2
4977	16,07	4,4	17/01/2014	215	1
3541			17/01/2014		
3536			17/01/2014		
3129	26,43	6,1	17/01/2014	115	3
7			17/01/2014		
3227			17/01/2014		
5004	19,64	7,0	17/01/2014	96	1
9			17/01/2014		
3532			17/01/2014		
8959	30,41	5,1	17/01/2014	79	3
3133	16,46	5,4	17/01/2014	137	3
4994	19,51	2,8	17/01/2014	32	2
3504	20,90	5,6	17/01/2014	98	1
8932	19,63	3,6	17/01/2014	260	3
8933	24,57	6,3	17/01/2014	109	3
14			17/01/2014		
3524			17/01/2014		
1			17/01/2014		
8949			17/01/2014	481	3
3495	14,43	4,3	17/01/2014	27	1
3138	31,19	6,1	17/01/2014	100	3
4990			17/01/2014	298	1
3509			17/01/2014		
3216	17,75	3,8	17/01/2014	64	1
8936	22,11	5,4	17/01/2014	149	4
8941	40,36	5,6	17/01/2014	46	3
3537			17/01/2014		
3514			17/01/2014		
4997	22,62	5,4	17/01/2014	174	1
3517			17/01/2014		
3507			17/01/2014		
3140	26,07	5,9	17/01/2014	236	2
4971	18,98	4,3	17/01/2014	107	2
3505			17/01/2014		
3230			17/01/2014		
8946	12,71	2,9	17/01/2014	135	4
3227			18/01/2014		
4965	28,90	4,7	18/01/2014	39	2
3500			18/01/2014		
3230			18/01/2014		
5004	10,70	3,0	18/01/2014	97	1
4977	17,84	5,0	18/01/2014	216	1
3514			18/01/2014		
3509			18/01/2014		
8949			18/01/2014	482	3
3138	30,02	6,1	18/01/2014	101	3
8970	35,70	7,4	18/01/2014	99	3
8932	15,51	2,6	18/01/2014	261	3
8933	17,83	4,8	18/01/2014	110	3
3537			18/01/2014		
8946	25,43	5,7	18/01/2014	136	4
3495	16,10	4,8	18/01/2014	28	1
4994	23,09	3,1	18/01/2014	33	2
3504	17,12	5,9	18/01/2014	99	1
4978	37,12	6,2	18/01/2014	39	2
3505			18/01/2014		
3129	19,50	4,2	18/01/2014	116	3
14			18/01/2014		
3541			18/01/2014		
4997	14,39	3,6	18/01/2014	175	1
3216	28,42	5,7	18/01/2014	65	1
3140	24,02	5,5	18/01/2014	237	2
3166	17,95	3,5	18/01/2014	269	2
8941	40,99	5,3	18/01/2014	47	3
1			18/01/2014		
3536			18/01/2014		
4971	21,68	4,8	18/01/2014	108	2
7			18/01/2014		
8936	24,15	5,9	18/01/2014	150	4
4990			18/01/2014	299	1
3133	22,25	7,3	18/01/2014	138	3
17			18/01/2014		
3532			18/01/2014		
8959	26,55	4,6	18/01/2014	80	3
3507			18/01/2014		
3524			18/01/2014		
3517			18/01/2014		
9			18/01/2014		
4990			19/01/2014	300	1
4994	20,53	2,8	19/01/2014	34	2
3166	17,71	3,7	19/01/2014	270	2
5004	14,62	6,0	19/01/2014	98	1
3133	14,90	4,8	19/01/2014	139	3
3514			19/01/2014		
4978	21,30	3,9	19/01/2014	40	2
8936	20,78	4,9	19/01/2014	151	4
3505			19/01/2014		
3507			19/01/2014		
8941	35,07	4,6	19/01/2014	48	3
4977	16,26	4,5	19/01/2014	217	1
17			19/01/2014		
3517			19/01/2014		
3227			19/01/2014		
3129	30,47	6,6	19/01/2014	117	3
8959	21,30	3,9	19/01/2014	81	3
4971	17,79	4,7	19/01/2014	109	2
3140	24,49	3,5	19/01/2014	238	2
3230			19/01/2014		
3536			19/01/2014		
14			19/01/2014		
8946	17,10	5,2	19/01/2014	137	4
3524			19/01/2014		
3495	17,65	5,7	19/01/2014	29	1
3138	21,43	2,8	19/01/2014	102	3
8970	29,36	5,6	19/01/2014	100	3
8949			19/01/2014	483	3
7			19/01/2014		
8932	20,88	2,9	19/01/2014	262	3
4965	28,14	4,6	19/01/2014	40	2
3537			19/01/2014		
3500			19/01/2014		
3504	17,60	4,3	19/01/2014	100	1
1			19/01/2014		
4997	16,24	4,2	19/01/2014	176	1
3541			19/01/2014		
3216	18,34	3,8	19/01/2014	66	1
9			19/01/2014		
3509			19/01/2014		
8933	20,23	5,5	19/01/2014	111	3
3532			19/01/2014		
3517			20/01/2014		
17			20/01/2014		
8970	27,10	6,0	20/01/2014	101	3
3541			20/01/2014		
5004	10,84	2,8	20/01/2014	99	1
3514			20/01/2014		
3500			20/01/2014		
3227			20/01/2014		
8941	32,63	5,4	20/01/2014	49	3
8946	22,76	5,9	20/01/2014	138	4
3504	22,25	6,4	20/01/2014	101	1
3507			20/01/2014		
3532			20/01/2014		
8932	20,55	3,9	20/01/2014	263	3
3524			20/01/2014		
4971	13,32	3,9	20/01/2014	110	2
3133	16,11	6,4	20/01/2014	140	3
4990			20/01/2014	301	1
3138	24,37	6,9	20/01/2014	103	3
4965	24,53	4,6	20/01/2014	41	2
3536			20/01/2014		
8936	22,53	5,8	20/01/2014	152	4
3495	9,56	2,8	20/01/2014	30	1
8933	20,97	5,6	20/01/2014	112	3
