3166			04/01/2012		
3500			04/01/2012		
4965			04/01/2012		
3129	20,66	4,1	04/01/2012	41	1
7			04/01/2012		
5004			04/01/2012		
4990			04/01/2012		
3536			04/01/2012		
4978			04/01/2012		
8941	16,72	1,5	04/01/2012	329	1
3524			04/01/2012		
3230			04/01/2012		
1			04/01/2012		
3541			04/01/2012		
4977			04/01/2012		
8949	26,69	5,3	04/01/2012	114	2
3138	24,21	4,0	04/01/2012	50	1
8936	25,19	5,0	04/01/2012	97	2
3504			04/01/2012		
3517			04/01/2012		
3227			04/01/2012		
8970	20,38	3,3	04/01/2012	14	1
4971			04/01/2012		
3514			05/01/2012		
4977			05/01/2012		
3166			05/01/2012		
3133	23,45	3,8	05/01/2012	77	1
3536			05/01/2012		
3541			05/01/2012		
9			05/01/2012		
3129	27,57	3,3	05/01/2012	42	1
3532			05/01/2012		
1			05/01/2012		
14			05/01/2012		
7			05/01/2012		
4965			05/01/2012		
3517			05/01/2012		
3495			05/01/2012		
3230			05/01/2012		
4990			05/01/2012		
8970	19,55	4,0	05/01/2012	15	1
8949	20,02	3,7	05/01/2012	115	2
3504			05/01/2012		
3500			05/01/2012		
8933	21,84	3,8	05/01/2012	230	1
8941	17,15	1,5	05/01/2012	330	1
3507			05/01/2012		
17			05/01/2012		
3227			05/01/2012		
5004			05/01/2012		
4971			05/01/2012		
3138	23,17	3,5	05/01/2012	51	1
3524			05/01/2012		
3140	17,98	3,4	05/01/2012	89	1
3537			05/01/2012		
4994			05/01/2012		
8932	26,37	2,4	05/01/2012	25	2
8946	23,08	4,5	05/01/2012	137	2
8936	23,89	4,6	05/01/2012	98	2
3509			05/01/2012		
3216			05/01/2012		
8959	23,08	3,8	05/01/2012	245	1
3505			05/01/2012		
4978			05/01/2012		
4997			05/01/2012		
3505			06/01/2012		
8949	31,74	5,9	06/01/2012	116	2
3504			06/01/2012		
1			06/01/2012		
3500			06/01/2012		
3129	25,22	4,2	06/01/2012	43	1
4990			06/01/2012		
4997			06/01/2012		
8932	26,92	2,5	06/01/2012	26	2
3166			06/01/2012		
17			06/01/2012		
8933	23,87	4,5	06/01/2012	231	1
8970	20,57	4,7	06/01/2012	16	1
8959	15,43	2,8	06/01/2012	246	1
3541			06/01/2012		
3507			06/01/2012		
3227			06/01/2012		
3524			06/01/2012		
3514			06/01/2012		
3140	24,90	4,8	06/01/2012	90	1
3138	20,86	3,8	06/01/2012	52	1
3495			06/01/2012		
3517			06/01/2012		
9			06/01/2012		
3216			06/01/2012		
4994			06/01/2012		
4971			06/01/2012		
4978			06/01/2012		
4965			06/01/2012		
3532			06/01/2012		
3537			06/01/2012		
14			06/01/2012		
8936	25,07	5,2	06/01/2012	99	2
8941	18,04	1,4	06/01/2012	331	1
4977			06/01/2012		
7			06/01/2012		
3509			06/01/2012		
3133	20,44	3,3	06/01/2012	78	1
8946	21,19	4,3	06/01/2012	138	2
3230			06/01/2012		
5004			06/01/2012		
3536			06/01/2012		
8959	12,54	2,7	07/01/2012	247	1
3541			07/01/2012		
3532			07/01/2012		
4997			07/01/2012		
8936	22,98	4,8	07/01/2012	100	2
3166			07/01/2012		
5004			07/01/2012		
8932	26,88	2,5	07/01/2012	27	2
3509			07/01/2012		
8933	19,42	3,5	07/01/2012	232	1
17			07/01/2012		
3495			07/01/2012		
7			07/01/2012		
4977			07/01/2012		
3140	20,73	4,0	07/01/2012	91	1
8946	15,30	3,1	07/01/2012	139	2
3507			07/01/2012		
3504			07/01/2012		
3133	27,42	4,6	07/01/2012	79	1
4990			07/01/2012		
4965			07/01/2012		
3129	22,43	3,6	07/01/2012	44	1
3536			07/01/2012		
3524			07/01/2012		
3500			07/01/2012		
3227			07/01/2012		
8941	16,01	1,5	07/01/2012	332	1
8970	21,96	3,4	07/01/2012	17	1
3505			07/01/2012		
14			07/01/2012		
3537			07/01/2012		
3230			07/01/2012		
3216			07/01/2012		
4978			07/01/2012		
3514			07/01/2012		
4971			07/01/2012		
1			07/01/2012		
4994			07/01/2012		
3517			07/01/2012		
3138	20,28	3,7	07/01/2012	53	1
9			07/01/2012		
8949	21,97	4,4	07/01/2012	117	2
3133	18,29	3,2	08/01/2012	80	1
17			08/01/2012		
9			08/01/2012		
3507			08/01/2012		
4990			08/01/2012		
8970	20,23	4,5	08/01/2012	18	1
3536			08/01/2012		
3524			08/01/2012		
1			08/01/2012		
7			08/01/2012		
3140	19,00	3,8	08/01/2012	92	1
14			08/01/2012		
3495			08/01/2012		
4965			08/01/2012		
3517			08/01/2012		
4997			08/01/2012		
3514			08/01/2012		
8949	21,55	4,1	08/01/2012	118	2
4994			08/01/2012		
3129	24,73	4,0	08/01/2012	45	1
5004			08/01/2012		
8946	21,61	4,4	08/01/2012	140	2
3227			08/01/2012		
3541			08/01/2012		
3166			08/01/2012		
8941	16,12	1,5	08/01/2012	333	1
3500			08/01/2012		
4971			08/01/2012		
3532			08/01/2012		
4977			08/01/2012		
3230			08/01/2012		
3505			08/01/2012		
3138	27,68	4,3	08/01/2012	54	1
8933	20,96	3,8	08/01/2012	233	1
8959	29,90	5,2	08/01/2012	248	1
4978			08/01/2012		
3509			08/01/2012		
3537			08/01/2012		
3504			08/01/2012		
8936	23,94	5,0	08/01/2012	101	2
8932	24,19	2,5	08/01/2012	28	2
3216			08/01/2012		
3138	23,67	4,2	09/01/2012	55	1
3166			09/01/2012		
3537			09/01/2012		
3524			09/01/2012		
4971			09/01/2012		
3514			09/01/2012		
8946	22,38	4,2	09/01/2012	141	2
8933	24,07	4,2	09/01/2012	234	1
3133	24,96	4,4	09/01/2012	81	1
4978			09/01/2012		
14			09/01/2012		
3509			09/01/2012		
3495			09/01/2012		
3129	26,31	4,2	09/01/2012	46	1
4977			09/01/2012		
8941	19,43	1,6	09/01/2012	334	1
17			09/01/2012		
3227			09/01/2012		
4990			09/01/2012		
3230			09/01/2012		
1			09/01/2012		
3507			09/01/2012		
3216			09/01/2012		
3505			09/01/2012		
8959	13,32	2,3	09/01/2012	249	1
3532			09/01/2012		
3500			09/01/2012		
3140	20,74	4,0	09/01/2012	93	1
3504			09/01/2012		
9			09/01/2012		
5004			09/01/2012		
3517			09/01/2012		
7			09/01/2012		
3536			09/01/2012		
8932	27,97	3,1	09/01/2012	29	2
8936	24,32	5,0	09/01/2012	102	2
4997			09/01/2012		
8949	28,09	5,8	09/01/2012	119	2
4994			09/01/2012		
8970	22,60	3,8	09/01/2012	19	1
4965			09/01/2012		
3541			09/01/2012		
3138	21,79	3,7	10/01/2012	56	1
4997			10/01/2012		
4971			10/01/2012		
3537			10/01/2012		
1			10/01/2012		
8946	19,93	3,9	10/01/2012	142	2
3504			10/01/2012		
8932	26,53	3,2	10/01/2012	30	2
8933	22,85	3,9	10/01/2012	235	1
8949	24,34	5,7	10/01/2012	120	2
3140	18,84	3,8	10/01/2012	94	1
3532			10/01/2012		
14			10/01/2012		
3514			10/01/2012		
8936	24,42	5,0	10/01/2012	103	2
8970	21,41	4,0	10/01/2012	20	1
3524			10/01/2012		
3507			10/01/2012		
3509			10/01/2012		
3517			10/01/2012		
5004			10/01/2012		
7			10/01/2012		
4965			10/01/2012		
4994			10/01/2012		
3230			10/01/2012		
8941	14,94	1,3	10/01/2012	335	1
4990			10/01/2012		
8959	21,95	5,0	10/01/2012	250	1
17			10/01/2012		
3133	19,95	3,7	10/01/2012	82	1
3536			10/01/2012		
3505			10/01/2012		
9			10/01/2012		
3500			10/01/2012		
3129	23,05	3,6	10/01/2012	47	1
3541			10/01/2012		
3495			10/01/2012		
4978			10/01/2012		
3216			10/01/2012		
3166			10/01/2012		
4977			10/01/2012		
3227			10/01/2012		
3500			11/01/2012		
8949	18,64	3,9	11/01/2012	121	2
3536			11/01/2012		
3230			11/01/2012		
3532			11/01/2012		
4978			11/01/2012		
3138	21,60	4,0	11/01/2012	57	1
3133	20,87	3,6	11/01/2012	83	1
8946	18,92	3,9	11/01/2012	143	2
4965			11/01/2012		
3129	26,14	4,1	11/01/2012	48	1
4994			11/01/2012		
14			11/01/2012		
3166			11/01/2012		
8970	22,89	4,0	11/01/2012	21	1
4997			11/01/2012		
3507			11/01/2012		
8932	25,92	3,3	11/01/2012	31	2
1			11/01/2012		
17			11/01/2012		
3140	20,01	4,0	11/01/2012	95	1
3524			11/01/2012		
3505			11/01/2012		
3517			11/01/2012		
8933	22,24	5,3	11/01/2012	236	1
4971			11/01/2012		
5004			11/01/2012		
4990			11/01/2012		
4977			11/01/2012		
9			11/01/2012		
3541			11/01/2012		
3514			11/01/2012		
3216			11/01/2012		
3537			11/01/2012		
3227			11/01/2012		
8936	23,48	4,6	11/01/2012	104	2
8959	22,75	2,6	11/01/2012	251	1
8941	17,02	1,6	11/01/2012	336	1
7			11/01/2012		
3504			11/01/2012		
3495			11/01/2012		
3509			11/01/2012		
3504			12/01/2012		
8932	27,39	3,8	12/01/2012	32	2
3138	24,83	4,0	12/01/2012	58	1
3541			12/01/2012		
3133	23,07	4,2	12/01/2012	84	1
4990			12/01/2012		
8949	28,96	6,0	12/01/2012	122	2
3216			12/01/2012		
8946	19,31	3,9	12/01/2012	144	2
3536			12/01/2012		
3532			12/01/2012		
4997			12/01/2012		
8959	30,68	5,2	12/01/2012	252	1
9			12/01/2012		
4971			12/01/2012		
8933	20,49	2,9	12/01/2012	237	1
3537			12/01/2012		
3495			12/01/2012		
4994			12/01/2012		
3505			12/01/2012		
17			12/01/2012		
3230			12/01/2012		
1			12/01/2012		
5004			12/01/2012		
3227			12/01/2012		
3166			12/01/2012		
4965			12/01/2012		
3509			12/01/2012		
3514			12/01/2012		
3507			12/01/2012		
3524			12/01/2012		
7			12/01/2012		
4978			12/01/2012		
3129	25,03	4,6	12/01/2012	49	1
3500			12/01/2012		
8936	24,41	5,0	12/01/2012	105	2
8941	15,70	1,4	12/01/2012	337	1
3517			12/01/2012		
8970	21,61	3,8	12/01/2012	22	1
14			12/01/2012		
4977			12/01/2012		
3140	18,66	3,9	12/01/2012	96	1
14			13/01/2012		
3216			13/01/2012		
4990			13/01/2012		
5004			13/01/2012		
8946	20,17	4,1	13/01/2012	145	2
3505			13/01/2012		
3524			13/01/2012		
8970	22,14	4,2	13/01/2012	23	1
8941	16,26	1,5	13/01/2012	338	1
8933	28,69	5,0	13/01/2012	238	1
3532			13/01/2012		
8936	24,12	4,9	13/01/2012	106	2
3227			13/01/2012		
4965			13/01/2012		
8959	22,63	4,1	13/01/2012	253	1
3133	23,54	4,2	13/01/2012	85	1
3536			13/01/2012		
3129	24,90	4,0	13/01/2012	50	1
4978			13/01/2012		
1			13/01/2012		
3495			13/01/2012		
3537			13/01/2012		
3140	19,00	3,7	13/01/2012	97	1
3509			13/01/2012		
3230			13/01/2012		
4971			13/01/2012		
3500			13/01/2012		
3166			13/01/2012		
3138	16,00	3,2	13/01/2012	59	1
4997			13/01/2012		
8949	20,26	4,2	13/01/2012	123	2
9			13/01/2012		
3507			13/01/2012		
3514			13/01/2012		
17			13/01/2012		
3504			13/01/2012		
4994			13/01/2012		
3517			13/01/2012		
8932	27,05	3,8	13/01/2012	33	2
4977			13/01/2012		
7			13/01/2012		
3541			13/01/2012		
3133	20,65	4,9	14/01/2012	86	1
8932	27,08	4,1	14/01/2012	34	2
8949	26,51	5,2	14/01/2012	124	2
3166			14/01/2012		
4997			14/01/2012		
8959	13,79	4,0	14/01/2012	254	1
3227			14/01/2012		
3514			14/01/2012		
4977			14/01/2012		
8941	16,79	1,5	14/01/2012	339	1
4971			14/01/2012		
8933	18,33	3,1	14/01/2012	239	1
3507			14/01/2012		
14			14/01/2012		
8946	19,99	4,0	14/01/2012	146	2
17			14/01/2012		
3524			14/01/2012		
3505			14/01/2012		
3129	15,05	4,6	14/01/2012	51	1
3140	22,10	4,5	14/01/2012	98	1
4990			14/01/2012		
3536			14/01/2012		
5004			14/01/2012		
3532			14/01/2012		
3138	28,77	5,0	14/01/2012	60	1
9			14/01/2012		
7			14/01/2012		
1			14/01/2012		
4965			14/01/2012		
8970	20,85	3,5	14/01/2012	24	1
3504			14/01/2012		
4994			14/01/2012		
3495			14/01/2012		
3537			14/01/2012		
3517			14/01/2012		
3500			14/01/2012		
3509			14/01/2012		
3541			14/01/2012		
3216			14/01/2012		
4978			14/01/2012		
3230			14/01/2012		
8936	26,43	5,4	14/01/2012	107	2
8959	21,69	2,3	15/01/2012	255	1
3532			15/01/2012		
4978			15/01/2012		
4997			15/01/2012		
4994			15/01/2012		
3537			15/01/2012		
5004			15/01/2012		
3504			15/01/2012		
3524			15/01/2012		
3507			15/01/2012		
8936	25,22	5,1	15/01/2012	108	2
3230			15/01/2012		
9			15/01/2012		
3509			15/01/2012		
4990			15/01/2012		
3140	21,04	4,0	15/01/2012	99	1
8932	26,76	3,9	15/01/2012	35	2
8970	21,11	4,3	15/01/2012	25	1
4977			15/01/2012		
3227			15/01/2012		
3505			15/01/2012		
8946	20,68	4,1	15/01/2012	147	2
3517			15/01/2012		
3216			15/01/2012		
3495			15/01/2012		
8949	26,02	5,2	15/01/2012	125	2
7			15/01/2012		
3536			15/01/2012		
8933	23,63	4,3	15/01/2012	240	1
3133	23,32	3,7	15/01/2012	87	1
1			15/01/2012		
3129	21,23	3,3	15/01/2012	52	1
3138	24,83	4,0	15/01/2012	61	1
4971			15/01/2012		
3541			15/01/2012		
3500			15/01/2012		
14			15/01/2012		
17			15/01/2012		
3166			15/01/2012		
3514			15/01/2012		
8941	19,91	1,6	15/01/2012	340	1
4965			15/01/2012		
8932	28,21	4,2	16/01/2012	36	2
17			16/01/2012		
3230			16/01/2012		
4971			16/01/2012		
3166			16/01/2012		
3227			16/01/2012		
3537			16/01/2012		
3541			16/01/2012		
3505			16/01/2012		
1			16/01/2012		
8933	23,03	4,0	16/01/2012	241	1
3216			16/01/2012		
4965			16/01/2012		
8946	20,72	4,2	16/01/2012	148	2
3138	23,56	3,9	16/01/2012	62	1
8959	21,76	4,5	16/01/2012	256	1
3140	17,65	3,6	16/01/2012	100	1
3507			16/01/2012		
4997			16/01/2012		
3504			16/01/2012		
4977			16/01/2012		
5004			16/01/2012		
3129	22,30	4,7	16/01/2012	53	1
4994			16/01/2012		
9			16/01/2012		
3133	23,96	4,3	16/01/2012	88	1
3536			16/01/2012		
4990			16/01/2012		
8949	19,83	4,1	16/01/2012	126	2
3524			16/01/2012		
8936	23,16	4,6	16/01/2012	109	2
3495			16/01/2012		
3532			16/01/2012		
3517			16/01/2012		
8970	21,22	3,5	16/01/2012	26	1
8941	15,34	1,3	16/01/2012	341	1
3509			16/01/2012		
3514			16/01/2012		
3500			16/01/2012		
7			16/01/2012		
4978			16/01/2012		
14			16/01/2012		
1			17/01/2012		
8932	25,28	3,6	17/01/2012	37	2
4990			17/01/2012		
4965			17/01/2012		
4997			17/01/2012		
4971			17/01/2012		
3216			17/01/2012		
4978			17/01/2012		
3138	21,23	3,8	17/01/2012	63	1
3227			17/01/2012		
3129	22,35	3,2	17/01/2012	54	1
3133	19,37	5,3	17/01/2012	89	1
7			17/01/2012		
3495			17/01/2012		
3504			17/01/2012		
3536			17/01/2012		
3524			17/01/2012		
3505			17/01/2012		
17			17/01/2012		
8941	17,55	1,6	17/01/2012	342	1
8949	28,78	5,9	17/01/2012	127	2
3140	23,79	4,3	17/01/2012	101	1
3500			17/01/2012		
8936	25,56	5,1	17/01/2012	110	2
3514			17/01/2012		
5004			17/01/2012		
3230			17/01/2012		
3507			17/01/2012		
3541			17/01/2012		
3517			17/01/2012		
3509			17/01/2012		
3532			17/01/2012		
8933	18,22	3,3	17/01/2012	242	1
8970	22,96	4,6	17/01/2012	27	1
4994			17/01/2012		
8959	33,15	5,3	17/01/2012	257	1
9			17/01/2012		
4977			17/01/2012		
3537			17/01/2012		
8946	11,70	2,5	17/01/2012	149	2
14			17/01/2012		
3166			17/01/2012		
4997			18/01/2012		
5004			18/01/2012		
8941	18,09	2,0	18/01/2012	343	1
8932	27,14	4,0	18/01/2012	38	2
3129	21,63	3,9	18/01/2012	55	1
3504			18/01/2012		
9			18/01/2012		
3140	21,93	4,0	18/01/2012	102	1
8933	25,52	4,6	18/01/2012	243	1
8946	24,40	5,0	18/01/2012	150	2
8959	13,88	2,3	18/01/2012	258	1
3216			18/01/2012		
3509			18/01/2012		
3495			18/01/2012		
8936	22,33	4,4	18/01/2012	111	2
4994			18/01/2012		
3532			18/01/2012		
3517			18/01/2012		
3536			18/01/2012		
3524			18/01/2012		
4965			18/01/2012		
4990			18/01/2012		
3505			18/01/2012		
3227			18/01/2012		
4978			18/01/2012		
4971			18/01/2012		
4977			18/01/2012		
3541			18/01/2012		
3166			18/01/2012		
3230			18/01/2012		
17			18/01/2012		
3500			18/01/2012		
3138	25,12	4,2	18/01/2012	64	1
3507			18/01/2012		
7			18/01/2012		
8970	25,70	3,6	18/01/2012	28	1
1			18/01/2012		
3537			18/01/2012		
3514			18/01/2012		
14			18/01/2012		
3133	24,15	3,5	18/01/2012	90	1
8949	24,04	4,7	18/01/2012	128	2
3230			19/01/2012		
4994			19/01/2012		
3133	22,20	4,0	19/01/2012	91	1
7			19/01/2012		
17			19/01/2012		
4978			19/01/2012		
3129	21,64	4,0	19/01/2012	56	1
4977			19/01/2012		
3507			19/01/2012		
3532			19/01/2012		
8936	26,11	5,3	19/01/2012	112	2
3517			19/01/2012		
3138	20,45	3,6	19/01/2012	65	1
3541			19/01/2012		
3495			19/01/2012		
3509			19/01/2012		
8949	19,14	4,0	19/01/2012	129	2
1			19/01/2012		
3500			19/01/2012		
3537			19/01/2012		
4997			19/01/2012		
4965			19/01/2012		
9			19/01/2012		
5004			19/01/2012		
4990			19/01/2012		
3514			19/01/2012		
3140	18,08	3,4	19/01/2012	103	1
8970	20,71	3,3	19/01/2012	29	1
3166			19/01/2012		
8941	16,83	1,4	19/01/2012	344	1
3504			19/01/2012		
3524			19/01/2012		
14			19/01/2012		
8932	25,98	4,1	19/01/2012	39	2
4971			19/01/2012		
8946	17,74	3,7	19/01/2012	151	2
8933	21,74	3,8	19/01/2012	244	1
3505			19/01/2012		
3227			19/01/2012		
3216			19/01/2012		
8959	30,89	5,1	19/01/2012	259	1
3536			19/01/2012		
3537			20/01/2012		
4965			20/01/2012		
3230			20/01/2012		
4997			20/01/2012		
3227			20/01/2012		
8933	22,33	3,9	20/01/2012	245	1
3138	23,83	4,2	20/01/2012	66	1
4990			20/01/2012		
3541			20/01/2012		
3524			20/01/2012		
3129	22,93	3,8	20/01/2012	57	1
3509			20/01/2012		
3133	20,57	3,6	20/01/2012	92	1
3514			20/01/2012		
8959	22,76	4,2	20/01/2012	260	1
8970	22,99	4,5	20/01/2012	30	1
3166			20/01/2012		
3495			20/01/2012		
7			20/01/2012		
3140	21,98	4,3	20/01/2012	104	1
8936	24,71	4,6	20/01/2012	113	2
3504			20/01/2012		
8932	26,98	3,9	20/01/2012	40	2
3507			20/01/2012		
3536			20/01/2012		
3532			20/01/2012		
4994			20/01/2012		
8949	26,73	6,6	20/01/2012	130	2
9			20/01/2012		
17			20/01/2012		
3216			20/01/2012		
4977			20/01/2012		
8941	14,49	1,3	20/01/2012	345	1
3500			20/01/2012		
8946	12,04	2,5	20/01/2012	152	2
4978			20/01/2012		
1			20/01/2012		
3517			20/01/2012		
4971			20/01/2012		
5004			20/01/2012		
14			20/01/2012		
3505			20/01/2012		
8949	27,17	4,5	21/01/2012	131	2
3536			21/01/2012		
14			21/01/2012		
3532			21/01/2012		
8933	22,12	3,3	21/01/2012	246	1
1			21/01/2012		
8941	17,82	1,7	21/01/2012	346	1
3140	21,88	3,2	21/01/2012	105	1
3227			21/01/2012		
3216			21/01/2012		
3517			21/01/2012		
8970	28,95	2,8	21/01/2012	31	1
3166			21/01/2012		
8959	12,16	1,8	21/01/2012	261	1
9			21/01/2012		
4990			21/01/2012		
4994			21/01/2012		
3507			21/01/2012		
3500			21/01/2012		
3537			21/01/2012		
8946	26,97	2,6	21/01/2012	153	2
4965			21/01/2012		
3524			21/01/2012		
3138	15,53	2,4	21/01/2012	67	1
4971			21/01/2012		
17			21/01/2012		
3514			21/01/2012		
3509			21/01/2012		
3504			21/01/2012		
3230			21/01/2012		
4977			21/01/2012		
3505			21/01/2012		
3495			21/01/2012		
3541			21/01/2012		
7			21/01/2012		
5004			21/01/2012		
8936	23,35	3,6	21/01/2012	114	2
4978			21/01/2012		
3133	24,75	3,5	21/01/2012	93	1
4997			21/01/2012		
3129	24,05	3,0	21/01/2012	58	1
8932	33,96	4,8	21/01/2012	41	2
3129	20,16	2,8	22/01/2012	59	1
4971			22/01/2012		
3541			22/01/2012		
8941	14,62	1,3	22/01/2012	347	1
8970	23,31	3,0	22/01/2012	32	1
3524			22/01/2012		
3166			22/01/2012		
3536			22/01/2012		
3517			22/01/2012		
3138	27,33	3,6	22/01/2012	68	1
4990			22/01/2012		
3507			22/01/2012		
3227			22/01/2012		
8936	25,76	4,2	22/01/2012	115	2
3537			22/01/2012		
3140	16,66	2,3	22/01/2012	106	1
3505			22/01/2012		
8949	17,97	3,0	22/01/2012	132	2
3532			22/01/2012		
5004			22/01/2012		
3509			22/01/2012		
3504			22/01/2012		
3500			22/01/2012		
3230			22/01/2012		
8932	24,54	4,0	22/01/2012	42	2
3514			22/01/2012		
3133	16,45	3,9	22/01/2012	94	1
4977			22/01/2012		
14			22/01/2012		
4997			22/01/2012		
8946	16,84	1,9	22/01/2012	154	2
4965			22/01/2012		
8933	20,19	2,8	22/01/2012	247	1
17			22/01/2012		
4994			22/01/2012		
3495			22/01/2012		
3216			22/01/2012		
9			22/01/2012		
1			22/01/2012		
7			22/01/2012		
4978			22/01/2012		
8959	30,97	3,5	22/01/2012	262	1
3216			23/01/2012		
3500			23/01/2012		
3507			23/01/2012		
3504			23/01/2012		
5004			23/01/2012		
3532			23/01/2012		
3129	22,15	3,0	23/01/2012	60	1
1			23/01/2012		
4978			23/01/2012		
4997			23/01/2012		
8941	16,73	1,5	23/01/2012	348	1
3509			23/01/2012		
4994			23/01/2012		
9			23/01/2012		
3140	24,28	3,5	23/01/2012	107	1
3138	20,21	3,3	23/01/2012	69	1
4990			23/01/2012		
3536			23/01/2012		
8936	22,30	3,7	23/01/2012	116	2
3541			23/01/2012		
17			23/01/2012		
8959	24,81	3,1	23/01/2012	263	1
3505			23/01/2012		
3227			23/01/2012		
3517			23/01/2012		
3537			23/01/2012		
8932	28,55	6,1	23/01/2012	43	2
8946	19,91	2,0	23/01/2012	155	2
3230			23/01/2012		
3495			23/01/2012		
3514			23/01/2012		
8949	29,77	4,6	23/01/2012	133	2
7			23/01/2012		
8933	19,09	2,5	23/01/2012	248	1
4977			23/01/2012		
3133	24,34	2,5	23/01/2012	95	1
8970	24,86	3,9	23/01/2012	33	1
3166			23/01/2012		
4965			23/01/2012		
14			23/01/2012		
3524			23/01/2012		
4971			23/01/2012		
3524			24/01/2012		
3517			24/01/2012		
3500			24/01/2012		
7			24/01/2012		
8933	26,12	3,6	24/01/2012	249	1
3514			24/01/2012		
8949	20,12	3,4	24/01/2012	134	2
8932	27,23	4,6	24/01/2012	44	2
3509			24/01/2012		
4965			24/01/2012		
17			24/01/2012		
3230			24/01/2012		
3129	19,08	2,6	24/01/2012	61	1
4971			24/01/2012		
4977			24/01/2012		
3140	19,15	2,8	24/01/2012	108	1
3541			24/01/2012		
8936	19,03	4,5	24/01/2012	117	2
3138	14,49	1,9	24/01/2012	70	1
3504			24/01/2012		
3537			24/01/2012		
4994			24/01/2012		
3166			24/01/2012		
8946	18,08	2,0	24/01/2012	156	2
3495			24/01/2012		
14			24/01/2012		
1			24/01/2012		
8959	18,48	2,5	24/01/2012	264	1
3133	21,67	3,1	24/01/2012	96	1
4997			24/01/2012		
3532			24/01/2012		
